,LUCA,Aves,Passeriformes,Tyrannidae,cell_ids,Dist.to.road_m,Elevation_m,MaxTemp_m,MeanTemp_m,MinTemp_m,Population_m,Precipitation_m,SolarRadiation_m,VaporPres_m,WindSp_m,Longitude,Latitude,wwf_mhtnum,wwf_mhtnam,covid,name,cov_id,tipos,geometry
774,0.0,0.0,0.0,0.0,236520,1828.09712891,77.3333333333,29.2863425723,23.9564815671,18.6280092641,22.3912300534,100.236111111,17094.4976852,2.46805556063,2.06041664023,-97.553563416,20.830389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84691,AGRICULTURA DE TEMPORAL PERMANENTE,8423.0,Agricultura de Temporal,POINT (-97.553563416 20.830389801)
775,1.0,0.0,0.0,0.0,238449,1864.8826123,2137.22222222,22.0085647768,15.45648147,8.89537038958,27.5748634338,108.631944444,17974.4467593,1.22752314571,1.99374998609,-98.386563416,20.438389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42023,PASTIZAL CULTIVADO,8812.0,Bosque Mesofilo de Montana,POINT (-98.386563416 20.438389801)
776,1.0,0.0,0.0,0.0,241405,2345.93610352,2363.83333333,24.0923611146,15.1361110961,6.18287039852,75.5964540905,38.5046296296,18660.5694444,1.05108795398,2.27337961947,-98.827563416,19.850389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.827563416 19.850389801)
777,1.0,0.0,0.0,0.0,243887,1162.57980469,2343.44444444,22.865277829,14.8759259582,6.88472221626,977.29215961,61.5092592593,17901.2893519,1.08162036773,2.0490740488,-98.190563416,19.360389801,3.0,Tropical and Subtropical Coniferous Forests,82437,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.190563416 19.360389801)
778,1.0,1.0,1.0,1.0,238191,1165.15960938,1460.33333333,27.4988888899,20.0649999777,12.6294444084,25.9766419411,49.5,18684.7944444,1.51066666477,1.69472222295,-98.680563416,20.487389801,13.0,Deserts and Xeric Shrublands,26061,MATORRAL CRASICAULE,8878.0,Matorral Crasicaule,POINT (-98.680563416 20.487389801)
779,0.0,0.0,0.0,0.0,237946,9701.1225,1559.88888889,23.8717592469,17.7775462844,11.6858796334,14.6966115899,136.3125,18029.6944444,1.44638888745,1.73009258867,-98.386563416,20.536389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6439,BOSQUE MESÓFILO DE MONTAÑA,8747.0,Bosque de Pino,POINT (-98.386563416 20.536389801)
780,0.0,0.0,0.0,0.0,237484,1828.09712891,46.8888888889,29.1210648793,24.0708333166,19.0141204883,91.5864042706,97.5231481481,16962.0324074,2.50347222305,2.23888887134,-97.406563416,20.634389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85437,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,8617.0,Agricultura de Temporal,POINT (-97.406563416 20.634389801)
781,1.0,0.0,0.0,0.0,240424,1546.25304687,2442.44444444,23.0104166623,14.7912037174,6.57083335298,263.468769073,41.0092592593,18560.1921296,1.03118055383,2.33680553789,-98.680563416,20.046389801,13.0,Deserts and Xeric Shrublands,82736,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.680563416 20.046389801)
782,1.0,0.0,0.0,0.0,250339,1642.55869141,96.0,30.7717592716,25.5562500115,20.3395832998,24.417251269,239.481481481,16197.3402778,2.42972222302,2.16250000204,-96.328563416,18.184389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64699,SELVA ALTA PERENNIFOLIA,10762.0,Selva Alta Perennifolia,POINT (-96.32856341599999 18.184389801)
783,0.0,0.0,0.0,0.0,245407,571.428571429,4.0,30.1950001081,25.1125000477,20.0266665936,326.027569858,126.575,16563.5833333,2.58091670275,3.68833335241,-95.9900303084,19.0511599657,1.0,Tropical and Subtropical Moist Broadleaf Forests,40677,PASTIZAL CULTIVADO,10269.0,Vegetacion de Dunas Costeras,POINT (-95.99003030839999 19.0511599657)
784,1.0,0.0,0.0,0.0,248250,12748.575625,4.88888888889,30.4356479689,25.5863426747,20.7340277831,11.0861975329,117.217592593,16207.0092593,2.55509260738,3.01875000585,-95.936563416,18.527389801,14.0,Mangroves,40453,PASTIZAL CULTIVADO,10636.0,Vegetacion Acuatica,POINT (-95.936563416 18.527389801)
785,1.0,1.0,1.0,1.0,244113,1134.86522949,2456.44444444,21.6532407293,14.9046296279,8.15717594491,8815.38140191,74.7800925926,18219.3310185,1.02208332924,2.28703703152,-99.219563416,19.311389801,3.0,Tropical and Subtropical Coniferous Forests,119395,ZONA URBANA,9776.0,Zona Urbana,POINT (-99.219563416 19.311389801)
786,1.0,0.0,0.0,0.0,250622,2048.59333089,2219.33333333,22.0516203863,16.1361111248,10.2175925816,8.94204282761,46.5763888889,16982.9259259,1.12516203509,2.19953702721,-97.553563416,18.135389801,13.0,Deserts and Xeric Shrublands,69244,AGRICULTURA DE TEMPORAL ANUAL,11017.0,Bosque de Encino,POINT (-97.553563416 18.135389801)
787,0.0,0.0,0.0,0.0,246096,2077.42658691,2104.55555556,25.099537015,17.0416666777,8.98888889065,321.545703676,69.9351851852,17765.2384259,1.16967592402,1.93078701943,-98.239563416,18.919389801,3.0,Tropical and Subtropical Coniferous Forests,70025,AGRICULTURA DE TEMPORAL ANUAL,10451.0,Pastizal Cultivado,POINT (-98.239563416 18.919389801)
788,1.0,1.0,0.0,0.0,245143,1709.20466797,1288.11111111,25.0613426103,19.036805537,13.0138889021,251.240760167,143.023148148,15979.1319444,1.63592592378,1.6567129697,-96.965563416,19.115389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84326,AGRICULTURA DE TEMPORAL PERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.96556341599999 19.115389801)
789,1.0,1.0,1.0,1.0,243374,2332.64169922,2289.66666667,23.1733796552,16.3168981274,9.45694441928,9250.85221354,69.2708333333,18148.8865741,1.07421296642,2.19027776244,-99.219563416,19.458389801,13.0,Deserts and Xeric Shrublands,119395,ZONA URBANA,9776.0,Zona Urbana,POINT (-99.219563416 19.458389801)
790,1.0,1.0,1.0,1.0,247412,1545.72102458,15.7777777778,30.5599997732,25.6788888401,20.7908334202,35.6230070326,155.55,16390.9305556,2.58786115448,3.77416663965,-95.495563416,18.674389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,116894,TULAR,10015.0,Pastizal Cultivado,POINT (-95.495563416 18.674389801)
791,1.0,0.0,0.0,0.0,253489,4370.09759277,1471.77777778,30.0786111143,22.7766666624,15.4761111127,16.9272805214,63.225,17494.5611111,1.5213611116,1.80277776387,-98.043563416,17.645389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,68888,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.043563416 17.645389801)
792,1.0,0.0,0.0,0.0,247370,1221.72814941,2244.11111111,20.6858796102,14.4173611292,8.14745370381,13.4139186541,37.9675925926,17117.5046296,1.09722222346,2.07453702197,-97.553563416,18.674389801,13.0,Deserts and Xeric Shrublands,29557,MATORRAL DESÉRTICO ROSETÓFILO,10467.0,Matorral Desertico Rosetofilo,POINT (-97.553563416 18.674389801)
793,1.0,0.0,0.0,0.0,247137,1593.29295898,13.1111111111,30.7583332371,25.4120370326,20.0539351039,72.6778774791,120.673611111,16130.7199074,2.55414354636,3.07430556417,-96.034563416,18.723389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,83168,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,10546.0,Agricultura de Temporal,POINT (-96.034563416 18.723389801)
794,1.0,1.0,1.0,1.0,246839,1097.18213867,1596.66666667,27.6171296349,20.2928240873,12.9726851914,38.9806331264,59.6412037037,17750.6226852,1.43289352236,1.69907408125,-98.190563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,69862,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.190563416 18.772389801)
795,1.0,0.0,0.0,0.0,247119,1649.58349609,992.5,27.891203686,21.0349537311,14.1837962998,105.917471462,159.206018519,15793.6319444,1.8245833323,1.6840277833,-96.916563416,18.723389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106581,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.916563416 18.723389801)
796,1.0,0.0,0.0,0.0,242934,4125.04852051,370.777777778,29.7252314665,24.1143518377,18.5004629338,21.0290915701,90.3171296296,16261.7546296,2.29643518505,2.53495369686,-96.573563416,19.556389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,82551,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8875.0,Pastizal Cultivado,POINT (-96.573563416 19.556389801)
797,1.0,0.0,0.0,0.0,243919,1535.0211084,341.222222222,30.1618055149,24.2810185397,18.3969906679,77.6919750637,94.1296296296,16135.1111111,2.3007870311,2.25694444058,-96.622563416,19.360389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,108336,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,9990.0,Pastizal Cultivado,POINT (-96.62256341600001 19.360389801)
798,1.0,1.0,1.0,1.0,242882,3626.66930664,2456.77777778,22.3726851675,15.2243055657,8.08055556593,5592.73533936,58.3680555556,18379.0347222,1.00405092634,2.34837963653,-99.121563416,19.556389801,13.0,Deserts and Xeric Shrublands,49113,PASTIZAL INDUCIDO,9848.0,Pastizal Cultivado,POINT (-99.121563416 19.556389801)
799,1.0,1.0,1.0,1.0,238973,2166.48428711,50.0,29.2807871677,24.2817130265,19.2893518519,212.032602734,124.939814815,16738.2592593,2.49104166914,2.09791664972,-97.308563416,20.340389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82866,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.308563416 20.340389801)
800,1.0,0.0,0.0,0.0,252381,1703.30142578,1686.66666667,28.7451388571,21.1009259136,13.4504629948,239.736495866,50.6296296296,17129.4259259,1.37525462442,1.94861109858,-97.749563416,17.841389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,62942,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,11156.0,Agricultura de Temporal,POINT (-97.749563416 17.841389801)
801,1.0,0.0,0.0,0.0,237469,4119.03686523,473.777777778,26.1312499753,21.2812500044,16.4307870313,55.8467775981,181.097222222,17692.5069444,2.12222222322,1.39143518083,-98.141563416,20.634389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84652,AGRICULTURA DE TEMPORAL PERMANENTE,8676.0,Agricultura de Temporal,POINT (-98.141563416 20.634389801)
802,1.0,1.0,1.0,1.0,241431,1985.88913574,2083.83333333,20.5393518651,14.4659722337,8.38819445946,261.840591007,73.1967592593,17066.900463,1.20979166348,1.82569443462,-97.553563416,19.850389801,3.0,Tropical and Subtropical Coniferous Forests,116024,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE PINO-ENCINO,9416.0,Bosque de Pino,POINT (-97.553563416 19.850389801)
803,0.0,0.0,0.0,0.0,251227,4325.82432617,1944.0,26.0880555948,19.4055555397,12.7258333233,4.04636200269,48.8277777778,17110.1027778,1.25480555412,2.0408333179,-97.749563416,18.037389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,5862,BOSQUE DE TÁSCATE,11062.0,Bosque de Tascate,POINT (-97.749563416 18.037389801)
804,1.0,0.0,0.0,0.0,239190,4379.27741699,2054.66666667,24.9284722452,16.8722222249,8.81851849622,429.606905195,39.3819444444,18761.0162037,1.18759259637,2.12314813087,-98.925563416,20.291389801,13.0,Deserts and Xeric Shrublands,72076,AGRICULTURA DE TEMPORAL ANUAL,9039.0,Agricultura de Temporal,POINT (-98.925563416 20.291389801)
805,0.0,0.0,0.0,0.0,237238,4416.71912109,235.0,28.5847222187,22.9189814594,17.2486111213,42.6665160391,127.847222222,17339.8796296,2.35053239708,1.52384257841,-97.847563416,20.683389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42114,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.847563416 20.683389801)
806,1.0,1.0,1.0,1.0,236740,880.473783366,1696.0,25.2658333566,18.4149999751,11.5624999934,155.535997264,99.4333333333,18267.0361111,1.41527777894,1.83249999053,-98.729563416,20.781389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6467,BOSQUE MESÓFILO DE MONTAÑA,8369.0,Bosque Mesofilo de Montana,POINT (-98.729563416 20.781389801)
807,1.0,0.0,0.0,0.0,251537,7198.35964844,1017.44444444,32.242777835,24.1661111196,16.0838889149,2.56743687789,60.8472222222,16506.0388889,1.76524999903,1.8836110923,-97.112563416,17.988389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107548,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10897.0,Selva Baja Caducifolia,POINT (-97.112563416 17.988389801)
808,1.0,1.0,0.0,0.0,250650,2005.79946696,23.4444444444,31.1581018987,25.9115738913,20.6557869999,125.484921561,208.138888889,16238.7962963,2.48939809865,2.2750000032,-96.181563416,18.135389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85349,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.181563416 18.135389801)
809,1.0,1.0,1.0,1.0,240701,1762.08586426,274.333333333,28.1057870211,23.2199073942,18.3324073928,212.804339939,152.826388889,16874.4884259,2.34569444756,1.88333331324,-97.161563416,19.997389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84491,AGRICULTURA DE TEMPORAL PERMANENTE,8875.0,Pastizal Cultivado,POINT (-97.16156341600001 19.997389801)
810,1.0,0.0,0.0,0.0,249744,1131.65071289,8.88888888889,31.1199075425,26.0081018474,20.9016204322,16.8935695754,125.502314815,16146.0648148,2.53606479311,2.66620369476,-95.642563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,39855,PASTIZAL CULTIVADO,10822.0,Pastizal Cultivado,POINT (-95.642563416 18.282389801)
811,1.0,0.0,0.0,0.0,246361,1325.15960938,2371.88888889,18.3438888841,12.2913888746,6.23833333519,72.8679297765,66.3055555556,16505.85,1.10252777735,2.0033333126,-97.259563416,18.870389801,3.0,Tropical and Subtropical Coniferous Forests,71911,AGRICULTURA DE TEMPORAL ANUAL,10399.0,Bosque de Pino,POINT (-97.25956341600001 18.870389801)
812,0.0,0.0,0.0,0.0,245601,9187.4021875,2715.83333333,20.6493055511,13.3840277835,6.11736111481,24.8476733102,80.7175925926,17633.5902778,0.934884258167,2.41620370635,-98.533563416,19.017389801,3.0,Tropical and Subtropical Coniferous Forests,94806,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,8684.0,Agricultura de Temporal,POINT (-98.53356341600001 19.017389801)
813,1.0,1.0,1.0,1.0,243900,1311.43376953,2376.22222222,21.6863425926,13.8087963065,5.92754629199,29.9797628456,36.2291666667,17451.8680556,1.07270831835,2.02083331788,-97.553563416,19.360389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.553563416 19.360389801)
814,1.0,0.0,0.0,0.0,246596,1362.11772461,1959.0,25.4708333678,17.4784721666,9.48819445901,245.013032659,50.1875,17515.8865741,1.25018518184,1.83263887079,-97.896563416,18.821389801,13.0,Deserts and Xeric Shrublands,62997,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,10356.0,Agricultura de Riego,POINT (-97.89656341600001 18.821389801)
815,0.0,0.0,0.0,0.0,237003,1255.65582031,154.111111111,29.1307870105,23.5291666808,17.9224536706,46.824365033,105.43287037,17181.3032407,2.41256945056,1.71296297152,-97.700563416,20.732389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105758,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,7291.0,Pastizal Cultivado,POINT (-97.70056341599999 20.732389801)
816,1.0,0.0,0.0,0.0,239943,1171.18542074,2248.77777778,20.6995370256,14.1541666742,7.60810185362,321.625624127,63.4421296296,17884.4166667,1.13314814948,2.02685183673,-98.190563416,20.144389801,3.0,Tropical and Subtropical Coniferous Forests,71911,AGRICULTURA DE TEMPORAL ANUAL,9137.0,Bosque de Pino,POINT (-98.190563416 20.144389801)
817,0.0,0.0,0.0,0.0,252122,3785.54672852,1586.77777778,26.5555555423,19.8189814665,13.0810185516,19.1646776835,227.986111111,15939.1388889,1.44664351697,2.0759259134,-96.671563416,17.890389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,89593,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE MESÓFILO DE MONTAÑA,11184.0,Bosque Mesofilo de Montana,POINT (-96.671563416 17.890389801)
818,1.0,0.0,0.0,0.0,235539,1318.45256836,142.444444444,29.2388888509,23.5344907222,17.8289351728,67.8167028427,123.069444444,17700.3842593,2.37902777007,1.40601852095,-98.141563416,21.026389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,114230,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA SUBPERENNIFOLIA,8334.0,Selva Alta Perennifolia,POINT (-98.141563416 21.026389801)
819,0.0,0.0,0.0,0.0,249734,1426.98353271,41.6666666667,31.1696759242,25.9150460738,20.659490603,68.9949073262,152.546296296,15958.4675926,2.49402772387,2.38078701386,-96.132563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85161,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,10015.0,Pastizal Cultivado,POINT (-96.132563416 18.282389801)
820,1.0,1.0,1.0,1.0,246348,2218.34717773,2036.88888889,25.155277782,16.9933334033,8.82888889048,221.516175537,51.75,17483.6916667,1.21116666943,1.8786110878,-97.896563416,18.870389801,13.0,Deserts and Xeric Shrublands,70004,AGRICULTURA DE TEMPORAL ANUAL,10356.0,Agricultura de Riego,POINT (-97.89656341600001 18.870389801)
821,1.0,1.0,1.0,1.0,245595,1966.49749512,2315.0,23.934490716,16.1458333377,8.3553240829,511.73700587,75.4976851852,17937.0023148,1.09391203385,2.09212960938,-98.827563416,19.017389801,3.0,Tropical and Subtropical Coniferous Forests,70456,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.827563416 19.017389801)
822,0.0,0.0,0.0,0.0,235308,4325.79929199,181.444444444,29.054861082,23.420601836,17.7907407549,78.1678913752,119.053240741,17427.1712963,2.36263887722,1.6136574047,-97.896563416,21.075389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106678,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA SUBPERENNIFOLIA,7291.0,Pastizal Cultivado,POINT (-97.89656341600001 21.075389801)
823,1.0,0.0,0.0,0.0,236513,2820.58040039,116.888888889,29.6101852567,23.6956018607,17.7819444051,28.3438966751,112.030092593,17412.2731481,2.42219909087,1.52337961506,-97.896563416,20.830389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82949,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8423.0,Agricultura de Temporal,POINT (-97.89656341600001 20.830389801)
824,1.0,0.0,0.0,0.0,253781,1348.21925293,2343.88888889,21.7020833625,14.9576389083,8.20972223083,8.86097301377,48.9537037037,16812.4675926,1.06879629415,2.48356482387,-97.308563416,17.596389801,3.0,Tropical and Subtropical Coniferous Forests,69004,AGRICULTURA DE TEMPORAL ANUAL,11151.0,Agricultura de Temporal,POINT (-97.308563416 17.596389801)
825,0.0,0.0,0.0,0.0,248778,3265.29347656,1300.33333333,30.3763888147,23.04916669,15.7247222318,8.48716551728,54.6,17586.9694444,1.59794444309,1.66055555708,-98.190563416,18.429389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107818,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.190563416 18.429389801)
826,1.0,0.0,0.0,0.0,246871,1883.37678711,226.666666667,30.837731485,24.909490678,18.9780091511,62.2119763692,174.078703704,16003.9027778,2.35201390557,1.97407407038,-96.622563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40453,PASTIZAL CULTIVADO,10239.0,Selva Baja Caducifolia,POINT (-96.62256341600001 18.772389801)
827,1.0,1.0,1.0,0.0,249378,1101.72814941,1117.33333333,33.0467591948,24.6918982532,16.3384259233,15.4512015184,68.1643518519,17936.4444444,1.73624998662,1.56574072744,-98.680563416,18.331389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107820,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10892.0,Agricultura de Temporal,POINT (-98.680563416 18.331389801)
828,0.0,0.0,0.0,0.0,244636,4350.11713867,2356.66666667,23.0189814435,14.073842616,5.13055554391,65.9428507884,46.0347222222,17492.8171296,1.07729164566,2.04907405984,-97.749563416,19.213389801,13.0,Deserts and Xeric Shrublands,44900,PASTIZAL HALÓFILO,8684.0,Agricultura de Temporal,POINT (-97.749563416 19.213389801)
829,0.0,0.0,0.0,0.0,249988,2324.16737793,1101.83333333,32.6770833113,24.6546296411,16.6298611385,5.4065618515,63.650462963,17934.3680556,1.76319443876,1.56851850505,-98.582563416,18.233389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,69301,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.582563416 18.233389801)
830,1.0,0.0,0.0,0.0,251232,8189.97283203,2139.33333333,23.129333388,17.1559999402,11.1850000175,4.30170060635,46.22,16793.7,1.17853333473,2.17099998911,-97.504563416,18.037389801,3.0,Tropical and Subtropical Coniferous Forests,5861,BOSQUE DE TÁSCATE,11062.0,Bosque de Tascate,POINT (-97.504563416 18.037389801)
831,0.0,0.0,0.0,0.0,246129,1200.87649414,317.666666667,30.687731425,24.6543981499,18.6182869584,18.9961786005,134.194444444,15832.1111111,2.30252315463,2.01805553834,-96.622563416,18.919389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,83182,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,10239.0,Selva Baja Caducifolia,POINT (-96.62256341600001 18.919389801)
832,1.0,0.0,0.0,0.0,234617,1668.73184082,677.222222222,25.9499999859,21.2465277999,16.5365740679,39.3024309794,174.613425926,17376.2384259,2.04791666623,1.72870370608,-97.896563416,21.222389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106730,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA SUBPERENNIFOLIA,8177.0,Selva Alta Perennifolia,POINT (-97.89656341600001 21.222389801)
833,1.0,0.0,0.0,0.0,241692,4987.99490234,992.0,23.3324074348,18.8136573964,14.2928240697,82.076646116,148.0,15994.1712963,1.77652777483,1.87152775018,-96.916563416,19.801389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82679,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,9518.0,Bosque Mesofilo de Montana,POINT (-96.916563416 19.801389801)
834,0.0,0.0,0.0,0.0,245888,3417.89321777,140.111111111,31.1673613478,25.1539351852,19.1509259431,17.5830566353,95.6296296296,16037.9236111,2.43578703232,2.30138886996,-96.475563416,18.968389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40512,PASTIZAL CULTIVADO,10239.0,Selva Baja Caducifolia,POINT (-96.475563416 18.968389801)
835,1.0,0.0,0.0,0.0,247955,3706.37141113,92.5555555556,31.1851855605,25.5474538273,19.9069443588,46.241552141,127.05787037,15940.4398148,2.44972221057,2.14675927245,-96.426563416,18.576389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,40453,PASTIZAL CULTIVADO,10015.0,Pastizal Cultivado,POINT (-96.42656341599999 18.576389801)
836,1.0,0.0,0.0,0.0,251243,1425.09854492,1704.55555556,26.4586111069,19.7361111032,13.0130555524,51.699383386,122.255555556,16275.3916667,1.33697222173,2.05361109045,-96.965563416,18.037389801,3.0,Tropical and Subtropical Coniferous Forests,69201,AGRICULTURA DE TEMPORAL ANUAL,11088.0,Agricultura de Temporal,POINT (-96.96556341599999 18.037389801)
837,1.0,0.0,0.0,0.0,236758,4689.73171794,228.666666667,28.3518518209,22.7511574516,17.151388888,15.6008476814,126.958333333,17393.9166667,2.34215277075,1.5476851742,-97.847563416,20.781389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82920,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.847563416 20.781389801)
838,0.0,0.0,0.0,0.0,236017,1413.07601563,338.111111111,27.99328706,22.4682870441,16.9430555414,78.4068990072,153.175925926,17731.9907407,2.24261573978,1.346990744,-98.239563416,20.928389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42262,PASTIZAL CULTIVADO,8420.0,Pastizal Cultivado,POINT (-98.239563416 20.928389801)
839,0.0,0.0,0.0,0.0,247105,1372.0225293,2184.0,21.5314814382,14.7006944484,7.86828705061,20.2286725044,36.7106481481,17130.9189815,1.12004629661,2.02060182944,-97.602563416,18.723389801,13.0,Deserts and Xeric Shrublands,29557,MATORRAL DESÉRTICO ROSETÓFILO,10467.0,Matorral Desertico Rosetofilo,POINT (-97.602563416 18.723389801)
840,1.0,0.0,0.0,0.0,250311,1659.72299805,1737.33333333,27.4081018103,20.7710648201,14.133333343,44.8026012447,40.9930555556,17066.1689815,1.35615740523,1.91180553122,-97.700563416,18.184389801,13.0,Deserts and Xeric Shrublands,25883,MATORRAL CRASICAULE,10958.0,Pastizal Cultivado,POINT (-97.70056341599999 18.184389801)
841,1.0,0.0,0.0,0.0,235073,2387.46241211,182.555555556,29.1708332962,23.5705555863,17.9688889106,27.425469531,115.847222222,17411.8333333,2.36919442647,1.59388888147,-97.945563416,21.124389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42818,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.945563416 21.124389801)
842,1.0,0.0,0.0,0.0,238709,5726.77639648,779.111111111,25.0995370061,20.2479167183,15.3983795952,63.7817485597,210.053240741,17484.1828704,1.958981477,1.43240740647,-97.994563416,20.389389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84609,AGRICULTURA DE TEMPORAL PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.99456341600001 20.389389801)
843,1.0,1.0,1.0,1.0,243653,1012.2854248,2351.0,22.2849536649,14.0439813954,5.80393518673,56.3309263123,36.4814814815,17580.1319444,1.09238424897,1.99212961782,-97.602563416,19.409389801,13.0,Deserts and Xeric Shrublands,44905,PASTIZAL HALÓFILO,8684.0,Agricultura de Temporal,POINT (-97.602563416 19.409389801)
844,1.0,0.0,0.0,0.0,244890,4000.0,2762.22222222,18.2680555891,11.5004629515,4.72916666474,32.8235991531,62.5787037037,17121.0509259,0.934004626754,2.28495370128,-97.357563416,19.164389801,3.0,Tropical and Subtropical Coniferous Forests,29585,MATORRAL DESÉRTICO ROSETÓFILO,10004.0,Bosque de Pino,POINT (-97.357563416 19.164389801)
845,1.0,0.0,0.0,0.0,252370,3182.48125488,1484.44444444,30.5006944648,22.8921296508,15.2835647905,17.114256978,69.6458333333,17575.1481481,1.52069444596,1.73078704018,-98.288563416,17.841389801,3.0,Tropical and Subtropical Coniferous Forests,107458,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,11230.0,Agricultura de Temporal,POINT (-98.288563416 17.841389801)
