,LUCA,Aves,Passeriformes,Tyrannidae,cell_ids,Dist.to.road_m,Elevation_m,MaxTemp_m,MeanTemp_m,MinTemp_m,Population_m,Precipitation_m,SolarRadiation_m,VaporPres_m,WindSp_m,Longitude,Latitude,wwf_mhtnum,wwf_mhtnam,covid,name,cov_id,tipos,geometry
0,1.0,1.0,1.0,1.0,238478,1972.68283081,3.0,28.4661110878,24.2555555556,20.0599999534,37.5467600822,127.438888889,17104.4944444,2.55383333166,3.15111112595,-96.9774109841,20.4322927717,14.0,Mangroves,87928,MANGLAR,8891.0,Vegetacion Acuatica,POINT (-96.9774109841 20.4322927717)
1,0.0,0.0,0.0,0.0,246333,3127.06719238,2281.33333333,23.7541667091,16.1847222487,8.61444444259,71.6443845749,86.0972222222,17713.0305556,1.09527777682,2.08333331744,-98.631563416,18.870389801,3.0,Tropical and Subtropical Coniferous Forests,90047,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO,8684.0,Agricultura de Temporal,POINT (-98.63156341600001 18.870389801)
2,1.0,0.0,0.0,0.0,242642,5363.85358887,2484.55555556,22.8141203192,14.67870369,6.5446759363,48.7465698984,48.0185185185,18316.3217593,1.00185185422,2.31481480598,-98.778563416,19.605389801,13.0,Deserts and Xeric Shrublands,25923,MATORRAL CRASICAULE,9815.0,Matorral Crasicaule,POINT (-98.778563416 19.605389801)
3,1.0,1.0,1.0,1.0,239726,1517.06944136,4.11111111111,28.7522727311,24.3542928985,19.9522725741,91.294216445,140.866161616,16840.8939394,2.55590909719,3.19368687964,-96.7709687192,20.1919661213,1.0,Tropical and Subtropical Moist Broadleaf Forests,41889,PASTIZAL CULTIVADO,8875.0,Pastizal Cultivado,POINT (-96.7709687192 20.1919661213)
4,1.0,0.0,0.0,0.0,239450,881.945092773,2139.33333333,23.4077778021,15.6191667504,7.82944445213,114.028204091,58.0027777778,18208.3083333,1.17519443747,2.01361109515,-98.337563416,20.242389801,13.0,Deserts and Xeric Shrublands,63140,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.33756341599999 20.242389801)
5,1.0,0.0,0.0,0.0,252662,3723.11964355,1819.0,28.1284721781,20.6240741103,13.1173611283,30.7163678275,50.2361111111,17174.1990741,1.32013888795,2.02152776221,-97.700563416,17.792389801,3.0,Tropical and Subtropical Coniferous Forests,47358,PASTIZAL INDUCIDO,11153.0,Bosque de Encino,POINT (-97.70056341599999 17.792389801)
6,0.0,0.0,0.0,0.0,247399,2251.11057943,18.6666666667,31.1034723476,25.6752316069,20.247222141,34.1266860432,118.946759259,15960.8194444,2.53374994243,2.73796298382,-96.132563416,18.674389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40453,PASTIZAL CULTIVADO,10605.0,Pastizal Cultivado,POINT (-96.132563416 18.674389801)
7,0.0,0.0,0.0,0.0,249984,2480.15826009,932.666666667,33.2296296535,25.0048611297,16.7807871015,4.07019558218,69.224537037,17968.5092593,1.83275463018,1.52499998471,-98.778563416,18.233389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,69267,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.778563416 18.233389801)
8,1.0,1.0,0.0,0.0,243177,3927.51490723,911.222222222,26.0057870017,21.3071759409,16.6145833687,77.4361040327,109.453703704,16089.6388889,1.93631945109,1.92361107441,-96.769563416,19.507389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41275,PASTIZAL CULTIVADO,9892.0,Bosque de Encino,POINT (-96.769563416 19.507389801)
9,1.0,1.0,1.0,0.0,243130,2459.56030762,2243.66666667,24.1780092584,16.8141203192,9.45115740652,14360.2918294,50.2060185185,18207.3101852,1.09291666622,2.14513887244,-99.072563416,19.507389801,13.0,Deserts and Xeric Shrublands,119395,ZONA URBANA,9776.0,Zona Urbana,POINT (-99.07256341599999 19.507389801)
10,1.0,1.0,1.0,1.0,245395,5950.41919922,271.166666667,30.8222220959,24.7319443402,18.6393518448,25.1587591701,96.1018518519,15951.2060185,2.34203705081,2.21805556174,-96.573563416,19.066389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40813,PASTIZAL CULTIVADO,10253.0,Pastizal Cultivado,POINT (-96.573563416 19.066389801)
11,1.0,0.0,0.0,0.0,237958,7925.78751953,339.555555556,27.5171296464,22.2539352576,16.9997684713,58.3926943673,150.277777778,17335.5601852,2.26009259621,1.52453702302,-97.798563416,20.536389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82929,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.79856341599999 20.536389801)
12,0.0,0.0,0.0,0.0,247964,17003.1632422,4.88888888889,30.6541666411,25.5974539033,20.5337960499,8.71911423736,117.606481481,16131.0787037,2.55638891127,3.04837963537,-95.985563416,18.576389801,14.0,Mangroves,40453,PASTIZAL CULTIVADO,10015.0,Pastizal Cultivado,POINT (-95.98556341600001 18.576389801)
13,0.0,0.0,0.0,0.0,236525,4348.2565918,10.1111111111,29.055787113,24.156944425,19.2634257718,39.1807860798,104.321759259,17056.8819444,2.54245371289,2.78657406844,-97.308563416,20.830389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42227,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.308563416 20.830389801)
14,1.0,1.0,1.0,1.0,247115,2932.41018555,2271.77777778,16.7466666619,11.8988888873,7.04055556522,100.853618368,94.0666666667,16413.9611111,1.09283333222,2.03694442246,-97.112563416,18.723389801,3.0,Tropical and Subtropical Coniferous Forests,69838,AGRICULTURA DE TEMPORAL ANUAL,10516.0,Bosque de Pino,POINT (-97.112563416 18.723389801)
15,1.0,0.0,0.0,0.0,234179,4348.24357096,2.44444444444,28.2930555785,23.9236112877,19.5462964288,23.8570430227,113.5,17506.3796296,2.52550927743,2.96527778109,-97.455563416,21.320389801,14.0,Mangroves,24618,NO EMPATA,,NaN,POINT (-97.455563416 21.320389801)
16,1.0,1.0,1.0,1.0,235077,1075.71688477,117.5,29.3108796058,23.6631944754,18.0168981883,73.3041667938,112.708333333,17252.1689815,2.42053242607,1.87337963035,-97.749563416,21.124389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42818,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.749563416 21.124389801)
17,1.0,0.0,0.0,0.0,241908,2139.07522461,2711.33333333,21.5787036949,13.618981485,5.65995370679,76.4993452496,53.125,18327.775463,0.938263888712,2.45879629806,-98.533563416,19.752389801,3.0,Tropical and Subtropical Coniferous Forests,119458,ZONA URBANA,9645.0,Bosque de Tascate,POINT (-98.53356341600001 19.752389801)
18,1.0,1.0,0.0,0.0,240921,3391.90634766,2771.77777778,19.2111111416,12.2215277729,5.23009258509,10.0158140659,65.8726851852,17985.2662037,0.904097227587,2.55416666413,-98.435563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.43556341599999 19.948389801)
19,1.0,0.0,0.0,0.0,241202,2328.95517578,305.888888889,28.1865740573,23.5453703977,18.9085647839,31.2676937739,139.460648148,16495.2662037,2.3448148207,2.68842593222,-96.671563416,19.899389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41889,PASTIZAL CULTIVADO,8875.0,Pastizal Cultivado,POINT (-96.671563416 19.899389801)
20,1.0,1.0,1.0,1.0,252969,1323.37039551,371.444444444,29.7282407549,24.3756944559,19.0259259255,50.6765899128,250.530092593,16464.5740741,2.21909722024,2.16712962808,-96.328563416,17.743389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64680,SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.32856341599999 17.743389801)
21,1.0,0.0,0.0,0.0,242930,2277.66881836,735.777777778,27.0094907505,22.1986110829,17.3868055432,86.7223998176,108.548611111,16319.1481481,2.05414353035,1.97361109019,-96.769563416,19.556389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,65123,SELVA BAJA CADUCIFOLIA,8875.0,Pastizal Cultivado,POINT (-96.769563416 19.556389801)
22,1.0,0.0,0.0,0.0,238724,4199.46933105,77.4444444444,28.872916694,24.1199073792,19.3655092518,159.272818565,126.259259259,16827.3217593,2.48111111229,2.2655092475,-97.259563416,20.389389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84598,AGRICULTURA DE TEMPORAL PERMANENTE,8926.0,Selva Alta Perennifolia,POINT (-97.25956341600001 20.389389801)
23,0.0,0.0,0.0,0.0,244907,1176.56854004,195.666666667,31.1543981455,24.9155092107,18.6726852081,15.0305005047,86.9537037037,16066.7800926,2.40599538965,2.46273147232,-96.524563416,19.164389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40813,PASTIZAL CULTIVADO,10153.0,Pastizal Cultivado,POINT (-96.52456341600001 19.164389801)
24,1.0,0.0,0.0,0.0,251233,2938.25968424,1756.88888889,27.2872222053,20.0191666471,12.754722219,2.77013986508,42.5888888889,16800.85,1.33249999914,2.01749998199,-97.455563416,18.037389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,25872,MATORRAL CRASICAULE,10897.0,Selva Baja Caducifolia,POINT (-97.455563416 18.037389801)
25,1.0,0.0,0.0,0.0,253493,962.579804687,1680.55555556,28.3905555142,20.8802777449,13.3677777873,16.1696147919,55.8638888889,17382.1694444,1.37441666855,1.95027777155,-97.847563416,17.645389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64836,SELVA BAJA CADUCIFOLIA,11156.0,Agricultura de Temporal,POINT (-97.847563416 17.645389801)
26,1.0,1.0,1.0,1.0,245876,3952.72918457,1524.11111111,24.1148148334,17.9793981336,11.8409722282,155.302768707,137.539351852,15941.8587963,1.51935184857,1.65347222846,-97.063563416,18.968389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82317,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,10313.0,Bosque Mesofilo de Montana,POINT (-97.06356341599999 18.968389801)
27,1.0,1.0,1.0,1.0,247374,1266.88775879,2303.11111111,18.9300926173,13.1071759065,7.28472223878,15.309623056,45.3425925926,16910.9212963,1.10423610856,2.0381944243,-97.357563416,18.674389801,3.0,Tropical and Subtropical Coniferous Forests,94681,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,10487.0,Bosque de Encino,POINT (-97.357563416 18.674389801)
28,1.0,0.0,0.0,0.0,250618,3236.04540202,1688.83333333,27.7150463263,20.8851851887,14.0523148025,13.3347815673,41.4097222222,17128.3865741,1.36629629301,1.9173610892,-97.749563416,18.135389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64890,SELVA BAJA CADUCIFOLIA,10958.0,Pastizal Cultivado,POINT (-97.749563416 18.135389801)
29,0.0,0.0,0.0,0.0,246835,6000.0,1625.88888889,28.0754630036,20.4099537222,12.7451388968,18.1927622027,67.525462963,17891.037037,1.41037036865,1.71759259839,-98.386563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,48300,PASTIZAL INDUCIDO,10407.0,Bosque de Encino,POINT (-98.386563416 18.772389801)
30,1.0,1.0,0.0,0.0,252414,7587.53691406,684.333333333,28.0773147919,23.1013888606,18.1280092575,17.6216306686,278.069444444,16016.8032407,1.99236110819,2.15601852039,-96.132563416,17.841389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64682,SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.132563416 17.841389801)
31,1.0,1.0,1.0,0.0,242886,1317.66197754,2244.66666667,24.830786992,16.2303241271,7.61898149053,1084.68804593,46.1365740741,18421.2847222,1.09761574713,2.12083331744,-98.925563416,19.556389801,13.0,Deserts and Xeric Shrublands,63068,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,9768.0,Agricultura de Riego,POINT (-98.925563416 19.556389801)
32,1.0,0.0,0.0,0.0,246613,1744.23001302,1209.77777778,27.303703679,20.2956018691,13.2842592641,863.899331835,116.506944444,16030.4050926,1.67499999923,1.63032407534,-97.063563416,18.821389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106586,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,10441.0,Selva Alta Perennifolia,POINT (-97.06356341599999 18.821389801)
33,0.0,0.0,0.0,0.0,249992,1104.3079541,1193.83333333,31.5861110731,24.0594907204,16.5319444405,2.67488965061,66.6157407407,17780.2824074,1.67851851467,1.61712962527,-98.386563416,18.233389801,3.0,Tropical and Subtropical Coniferous Forests,107687,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.386563416 18.233389801)
34,1.0,0.0,0.0,0.0,253506,9665.21013672,2412.44444444,20.5927777661,14.0552777926,7.51833334764,37.899577872,47.8222222222,16637.9166667,1.05111111055,2.54083335731,-97.210563416,17.645389801,3.0,Tropical and Subtropical Coniferous Forests,68925,AGRICULTURA DE TEMPORAL ANUAL,11267.0,Agricultura de Temporal,POINT (-97.210563416 17.645389801)
35,1.0,1.0,1.0,1.0,246878,929.705620117,49.7777777778,31.1802777608,25.4977776368,19.8119443787,27.3662157377,109.108333333,15993.6861111,2.50230549706,2.47916666468,-96.279563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40453,PASTIZAL CULTIVADO,10510.0,Agricultura de Riego,POINT (-96.279563416 18.772389801)
36,1.0,0.0,0.0,0.0,242157,776.568540039,2600.44444444,21.2800925926,13.4601851945,5.63888885246,88.4072520256,54.8055555556,18163.2268519,0.97719907664,2.31828703924,-98.386563416,19.703389801,13.0,Deserts and Xeric Shrublands,82639,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.386563416 19.703389801)
37,1.0,0.0,0.0,0.0,253215,3878.97933105,1575.88888889,28.8997685379,21.3094907248,13.7192129471,13.4029655457,55.9768518519,17397.7361111,1.44249999909,1.89953702247,-97.847563416,17.694389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64836,SELVA BAJA CADUCIFOLIA,11300.0,Selva Baja Caducifolia,POINT (-97.847563416 17.694389801)
38,1.0,0.0,0.0,0.0,236273,1131.65071289,47.1111111111,29.9969443798,24.3538888401,18.7102777455,207.635445277,95.375,17150.1833333,2.48749999636,1.89749999245,-97.651563416,20.879389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84731,AGRICULTURA DE TEMPORAL PERMANENTE,8423.0,Agricultura de Temporal,POINT (-97.651563416 20.879389801)
39,1.0,0.0,0.0,0.0,240931,2361.05988281,1934.88888889,21.9608332846,15.1991666688,8.44222222832,418.844715648,89.7083333333,17552.4861111,1.26080555816,1.78749999106,-97.945563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,82729,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.945563416 19.948389801)
40,1.0,1.0,1.0,0.0,246365,913.137080078,1175.66666667,27.4555556085,20.2861111005,13.1230555322,1783.24693604,116.116666667,15918.2583333,1.69219444295,1.62111111018,-97.063563416,18.870389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,1862,ASENTAMIENTOS HUMANOS,10313.0,Bosque Mesofilo de Montana,POINT (-97.06356341599999 18.870389801)
41,1.0,1.0,1.0,1.0,241191,1465.00473633,756.222222222,25.9460648298,21.1719907522,16.3990740909,95.0183739132,157.638888889,16587.2361111,2.05210648946,1.68472222956,-97.210563416,19.899389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41701,PASTIZAL CULTIVADO,9098.0,Agricultura de Temporal,POINT (-97.210563416 19.899389801)
42,1.0,0.0,0.0,0.0,238214,2414.79210938,140.888888889,28.7897221936,23.6474999375,18.5027777672,273.168511709,109.727777778,17042.35,2.42911111746,1.81805554893,-97.553563416,20.487389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85437,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.553563416 20.487389801)
43,1.0,1.0,1.0,1.0,248534,9224.17083984,7.33333333333,30.9148146885,25.7349537479,20.5502315539,18.25883406,119.49537037,16077.2777778,2.53993054893,2.74976853474,-96.034563416,18.478389801,14.0,Mangroves,116819,TULAR,10715.0,Vegetacion Acuatica,POINT (-96.034563416 18.478389801)
44,1.0,1.0,1.0,1.0,240953,1762.08586426,212.111111111,28.4481481844,23.6486111482,18.8534722063,385.982091692,150.752314815,16613.7939815,2.39101852228,2.31087962648,-96.867563416,19.948389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106597,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,9433.0,Agricultura de Temporal,POINT (-96.867563416 19.948389801)
45,1.0,0.0,0.0,0.0,245134,1445.57838379,2657.66666667,19.302777776,12.0874999938,4.87731480985,253.79272906,54.4652777778,17117.4421296,0.968356472199,2.21319443153,-97.406563416,19.115389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.406563416 19.115389801)
46,1.0,0.0,0.0,0.0,239956,5302.5761556,269.222222222,27.6113426641,22.723611059,17.8324074304,149.112008201,158.173611111,17182.4166667,2.32087962412,1.59143518325,-97.553563416,20.144389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,116182,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA PERENNIFOLIA,7291.0,Pastizal Cultivado,POINT (-97.553563416 20.144389801)
47,1.0,1.0,1.0,0.0,240944,1568.53000488,859.444444444,25.5240740158,20.4740741143,15.4243055803,199.471937921,163.157407407,16599.5162037,1.97067129667,1.61898148915,-97.308563416,19.948389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,49800,PASTIZAL INDUCIDO,9098.0,Agricultura de Temporal,POINT (-97.308563416 19.948389801)
48,1.0,1.0,1.0,1.0,249730,1818.93240723,33.5555555556,31.2175927206,25.8456018677,20.4787036666,74.2874566184,181.793981481,16120.5069444,2.48747680419,2.21064814097,-96.328563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85113,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.32856341599999 18.282389801)
49,1.0,1.0,1.0,1.0,238690,4501.05125977,2186.77777778,24.5381944621,16.6388888668,8.73796293581,37.1211492221,45.5671296296,18765.4212963,1.12881944342,2.25393517867,-98.925563416,20.389389801,3.0,Tropical and Subtropical Coniferous Forests,116106,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO-PINO,8967.0,Bosque de Encino,POINT (-98.925563416 20.389389801)
50,0.0,0.0,0.0,0.0,248782,1973.36680664,1790.33333333,26.3161110931,19.4419443766,12.5738888661,18.2338856856,54.3583333333,17272.0611111,1.3313055608,1.84305553734,-97.994563416,18.429389801,13.0,Deserts and Xeric Shrublands,88620,PALMAR INDUCIDO,10811.0,Chaparral,POINT (-97.99456341600001 18.429389801)
51,1.0,0.0,0.0,0.0,244159,1874.0835498,1049.66666667,25.6233796323,20.0571759233,14.4884259171,159.011930678,116.689814815,16168.5347222,1.79736110568,1.64976852442,-96.965563416,19.311389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85396,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.96556341599999 19.311389801)
52,1.0,1.0,1.0,0.0,250628,5608.16612142,1295.0,31.2493055043,22.7611111093,14.2694444149,1.5193760958,44.2638888889,16676.2152778,1.58231481247,1.85902777425,-97.259563416,18.135389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64895,SELVA BAJA CADUCIFOLIA,10897.0,Selva Baja Caducifolia,POINT (-97.25956341600001 18.135389801)
53,1.0,0.0,0.0,0.0,248787,2132.58208008,1920.66666667,25.233611144,18.4950000154,11.7583333201,7.67671802971,52.7805555556,17109.5972222,1.25919443816,1.92222220037,-97.749563416,18.429389801,13.0,Deserts and Xeric Shrublands,35304,CHAPARRAL,10842.0,Matorral Desertico Rosetofilo,POINT (-97.749563416 18.429389801)
54,0.0,0.0,0.0,0.0,252089,1659.0262207,1438.22222222,30.6243055088,23.2048610935,15.7898147967,4.46263156335,67.837962963,17608.2453704,1.54310185159,1.71597222791,-98.288563416,17.890389801,3.0,Tropical and Subtropical Coniferous Forests,11002,BOSQUE DE ENCINO,11185.0,Bosque de Encino,POINT (-98.288563416 17.890389801)
55,0.0,0.0,0.0,0.0,236754,1635.30322266,218.555555556,28.1601852046,22.6208333395,17.0759259396,63.8777489132,143.803240741,17459.9560185,2.32439813873,1.41643518513,-98.043563416,20.781389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84677,AGRICULTURA DE TEMPORAL PERMANENTE,8598.0,Pastizal Cultivado,POINT (-98.043563416 20.781389801)
56,0.0,0.0,0.0,0.0,251802,2259.68243164,1199.55555556,31.8296296376,24.0391204181,16.2479166675,11.7528800567,68.5023148148,17727.3634259,1.68490740712,1.62754629,-98.435563416,17.939389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107820,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,11189.0,Pastizal Cultivado,POINT (-98.43556341599999 17.939389801)
57,1.0,1.0,1.0,1.0,246867,827.614233398,573.666666667,28.978009246,22.9675925617,16.9615740886,120.821856923,179.381944444,16009.3865741,2.12768518649,1.77268518397,-96.818563416,18.772389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105639,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,8684.0,Agricultura de Temporal,POINT (-96.818563416 18.772389801)
58,1.0,1.0,1.0,1.0,250953,3360.5678418,155.111111111,30.3347222628,25.3951388244,20.4564815142,20.0322085876,265.513888889,16387.2476852,2.40405092968,2.15370371165,-96.328563416,18.086389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,19217,CUERPO DE AGUA,10762.0,Selva Alta Perennifolia,POINT (-96.32856341599999 18.086389801)
59,0.0,0.0,0.0,0.0,252374,2325.11193034,1213.11111111,31.6733796464,23.9418981164,16.2113426129,24.3839159807,57.5601851852,17498.3009259,1.66840278192,1.70787037799,-98.092563416,17.841389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,68964,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.092563416 17.841389801)
60,1.0,1.0,1.0,0.0,251247,1529.70562012,1274.11111111,29.3783332507,22.0566667212,14.7394444227,67.8318527222,221.252777778,16076.2944444,1.70422222283,1.96444443232,-96.769563416,18.037389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105463,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.769563416 18.037389801)
61,1.0,0.0,0.0,0.0,248190,7495.99738281,1270.11111111,31.1675925122,23.4759259401,15.7870370415,26.0432732635,77.6851851852,18077.775463,1.63585647885,1.5791666585,-98.876563416,18.527389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107929,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,8684.0,Agricultura de Temporal,POINT (-98.876563416 18.527389801)
62,0.0,0.0,0.0,0.0,250307,1139.14834473,1372.22222222,30.3414351675,23.223611112,16.1037037306,23.5324060122,31.125,17301.4537037,1.54377315083,1.7678240797,-97.896563416,18.184389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,47749,PASTIZAL INDUCIDO,10946.0,Pastizal Cultivado,POINT (-97.89656341600001 18.184389801)
63,0.0,0.0,0.0,0.0,252096,3783.78353516,1709.55555556,29.2638888889,21.5197222551,13.7799999899,16.8049636947,54.65,17221.375,1.38363888529,1.88805553979,-97.945563416,17.890389801,3.0,Tropical and Subtropical Coniferous Forests,94396,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11209.0,Bosque de Encino,POINT (-97.945563416 17.890389801)
64,1.0,0.0,0.0,0.0,245630,5531.004375,1973.66666667,20.0133333286,14.234444446,8.45388888915,192.668933614,107.238888889,16147.4666667,1.27905555169,1.77416667408,-97.112563416,19.017389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82317,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.112563416 19.017389801)
65,0.0,0.0,0.0,0.0,249429,1031.17087402,41.8888888889,31.1532408617,25.8437499691,20.5370370238,77.7556787067,139.439814815,15964.0578704,2.49199068877,2.36087959894,-96.181563416,18.331389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,39759,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-96.181563416 18.331389801)
66,1.0,1.0,1.0,1.0,243656,1550.80942383,2343.88888889,22.6884259824,14.4134259665,6.13587964078,20.0132796499,35.3009259259,17387.037037,1.09863426164,1.97615738572,-97.455563416,19.409389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.455563416 19.409389801)
67,1.0,0.0,0.0,0.0,244870,1332.89902344,2209.77777778,25.3125001378,16.4377777126,7.56222220328,449.761540731,66.9416666667,17962.4527778,1.13241666887,1.97333332102,-98.337563416,19.164389801,3.0,Tropical and Subtropical Coniferous Forests,2033,ASENTAMIENTOS HUMANOS,8684.0,Agricultura de Temporal,POINT (-98.33756341599999 19.164389801)
68,1.0,0.0,0.0,0.0,254055,1211.65071289,2408.44444444,21.4238426244,14.7458333439,8.0650463325,16.9558429321,54.5277777778,16886.8611111,1.05858796048,2.47037037434,-97.406563416,17.547389801,3.0,Tropical and Subtropical Coniferous Forests,94237,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11151.0,Agricultura de Temporal,POINT (-97.406563416 17.547389801)
69,0.0,0.0,0.0,0.0,242177,2833.15573242,2910.55555556,17.7789352095,11.3685185313,4.95694444191,18.6388938268,85.2615740741,17124.2986111,0.87587963086,2.41412038384,-97.406563416,19.703389801,3.0,Tropical and Subtropical Coniferous Forests,49495,PASTIZAL INDUCIDO,9642.0,Pastizal Cultivado,POINT (-97.406563416 19.703389801)
70,0.0,0.0,0.0,0.0,237710,2153.02134766,367.444444444,26.692592559,21.6437499876,16.5939814426,77.9593894747,168.826388889,17543.837963,2.2108333326,1.41666666667,-97.994563416,20.585389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105734,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,8739.0,Selva Alta Perennifolia,POINT (-97.99456341600001 20.585389801)
71,1.0,0.0,0.0,0.0,248237,1318.71546387,160.333333333,30.6249999117,25.0756945036,19.5296297471,121.655949275,193.699074074,16043.9421296,2.38828704837,1.99444444091,-96.573563416,18.527389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85161,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.573563416 18.527389801)
72,1.0,1.0,1.0,1.0,246097,4407.25201172,2074.66666667,24.8775463678,17.1155093798,9.35277778352,200.432062467,66.6481481481,17835.4143519,1.18844907289,1.90393517084,-98.190563416,18.919389801,3.0,Tropical and Subtropical Coniferous Forests,19615,CUERPO DE AGUA,10344.0,Pastizal Cultivado,POINT (-98.190563416 18.919389801)
